episode,return,success_rate,spikes,nll,cause_acc,meta_action,delta,reverted
1,3.799610720425118,1.0,898.0,3.248756754933237,0.9565217391304348,none,0.0,False
1,3.799610720425118,1.0,898.0,3.248756754933237,0.9565217391304348,none,0.0,False
1,3.799610720425118,1.0,898.0,3.248756754933237,0.9565217391304348,none,0.0,False
