timestamp,lines,train_loss,train_ppl,valid_ppl,delta_ppl,files,topics
2025-10-26T13:14:57Z,10,4.129237,62.130509,71.913224,0.000000,corpus_space.txt:30,data:30
2025-10-26T13:15:07Z,20,4.089955,59.737222,81.898885,-9.985662,corpus_space.txt:30,data:30
2025-10-26T13:15:17Z,30,4.043432,57.021707,93.264087,-11.365201,corpus_space.txt:30,data:30
2025-10-26T13:15:55Z,50,3.671480,39.310041,93.410089,-0.146002,corpus_garden.txt:60,data:60
2025-10-26T13:16:05Z,60,3.607106,36.859221,103.800229,-10.390140,corpus_garden.txt:60,data:60
2025-10-26T13:16:30Z,50,3.847708,46.885496,105.010234,-1.210005,corpus_finance.txt:60,data:60
2025-10-26T13:16:40Z,60,3.787632,44.151715,116.511028,-11.500794,corpus_finance.txt:60,data:60
